ID,LAT,LON,START,END,N_RECORDS,PCT_MISSING
US_132240,41.5077,-94.2269,1948080101,2011120100,555168,19.85
US_132364,42.5399,-90.6461,1981100507,1983010100,10866,53.34
US_132367,42.39778,-90.70361,1951020101,2011120100,533232,2.18
US_132369,42.4,-90.7,1948080101,1953010100,38736,20.31
US_132676,41.03333,-95.4,1950100101,1973010100,195072,10.4
US_132768,41.56667,-94.78333,1950100101,1973010100,195072,3.34
US_132977,43.2844,-93.6305,1948080101,2011120100,555168,22.96
US_133399,42.98333,-95.83333,1950100101,1985010100,300264,22.93
US_133438,41.298,-94.4561,1948080101,2011120100,555168,9.78
US_133473,41.7202,-92.7488,1948080101,2011120100,555168,13.0
US_133562,40.61528,-95.65333,1948080101,2010010100,538392,15.92
US_133667,43.15,-95.46667,1948081501,1951010100,20856,72.94
US_133720,43.06667,-96.45,1950100101,1973010100,195072,5.94
US_133877,42.65,-96.53333,1948080101,1973010100,214056,6.53
US_133944,42.1558,-96.083,1948080101,2011120100,555168,17.11
US_133980,42.7197,-94.2202,1997060106,2010010100,110323,12.9
US_133985,42.71806,-94.26889,1956040917,1998010100,365792,7.58
US_134038,42.3941,-95.515,1948080101,2009010100,529632,12.67
US_134101,41.6093,-91.5051,1979090101,2011120100,282696,14.01
US_134106,41.63333,-91.55,1948090114,1952010100,29195,100.0
US_134111,41.66667,-91.5,1948080101,1975010100,231576,4.29
US_134116,41.68333,-91.46667,1948080101,1983010100,301704,9.57
US_134121,41.68333,-91.48333,1948080101,1975010100,231576,5.71
US_134126,41.68333,-91.51667,1948080101,1975010100,231576,4.03
US_134131,41.68333,-91.51667,1948080101,1983010100,301704,6.32
US_134133,41.65,-91.5,1971010101,1983010100,105192,11.06
US_134135,41.65,-91.46667,1971010101,1975010100,35064,18.25
US_134137,41.66667,-91.46667,1971010101,1975010100,35064,19.5
US_134142,42.5188,-93.2536,1948080101,2011120100,555168,8.91
US_134174,41.775,-95.1525,1950100101,2011120100,536184,4.84
US_134381,40.3968,-91.3749,1948080101,2011120100,555168,9.27
US_134502,41.3247,-93.1008,1948080101,2011120100,555168,18.22
US_134585,40.6233,-93.9343,1948080101,2011120100,555168,37.68
US_134586,40.63333,-93.95,1978050214,1982010100,32147,41.51
US_134587,40.6306,-93.9008,1949120101,1963010100,114696,10.53
US_134644,42.86444,-95.54667,1948080101,2001010100,459504,6.17
US_134740,42.78333,-96.05,1956070101,1959010100,21936,22.51
US_134746,40.8761,-94.5613,1948080101,2011120100,555168,11.32
US_134863,43.45,-95.88333,1950100101,1991010100,352848,5.42
US_134963,41.8553,-90.92,1987062513,2011120100,214188,4.91
US_135074,40.93333,-95.6,1956010101,1970010100,122736,17.84
US_135075,40.96667,-95.63333,1956010101,1970010100,122736,7.3
US_135076,40.98333,-95.65,1958051521,1970010100,101956,15.79
US_135163,42.05,-91.55,1948090101,1956010100,64272,19.53
US_135198,42.0647,-92.9244,1948080101,2011120100,555168,8.12
US_135230,43.163,-93.1952,1950020101,1951010100,8016,100.0
US_135235,43.1544,-93.3269,1948090101,2011120100,554424,82.35
US_135295,41.8875,-93.3919,1971070101,2011120100,354312,13.83
US_135315,43.024,-91.1746,1951100519,2011120100,527310,5.77
US_135549,41.15,-95.8,1950100101,1973010100,195072,8.25
US_135584,41.5736,-95.8811,1948080101,2011120100,555168,15.3
US_135613,43.13333,-95.38333,1951010101,1956010100,43824,58.96
US_135630,43.05,-91.36667,1948080101,1952010100,29952,8.81
US_135732,41.75,-91.43333,1948080101,1980010100,275400,4.96
US_135735,41.716667,-91.433333,1948082901,1949010100,3000,100.0
US_135737,41.75,-91.41667,1948082914,1980010100,274715,20.2
US_135742,41.68333,-91.46667,1948080101,1980010100,275400,6.58
US_135769,40.7052,-94.2427,1948080101,2011120100,555168,15.92
US_135796,40.9486,-91.5647,1948080101,2011120100,555168,7.44
US_135823,42.4916,-96.0688,1948080101,2011120100,555168,12.15
US_135837,41.4076,-91.0727,1948080101,1961010100,108864,9.92
US_135842,41.23,-91.05,1948080101,1949010100,3672,41.18
US_135847,41.5,-91.05,1948100601,1951010100,19608,48.51
US_135852,41.48333,-91.11667,1948100601,1950010100,10848,74.8
US_136076,41.517,-92.0597,1948080101,2011120100,555168,19.06
US_136119,40.75,-95.2,1948080101,1971010100,196512,14.54
US_136186,41.71667,-91.4,1948080101,1980010100,275400,11.49
US_136190,43.4144,-95.5313,2005120114,2011120100,52571,5.18
US_136205,42.05,-94.05,1953012219,1973010100,174798,12.86
US_136209,42.0388,-94.0419,1972100101,2011120100,343320,12.03
US_136274,42.96667,-96.06667,1956070101,1959010100,21936,24.06
US_136386,41.01667,-92.43333,1948090101,1950010100,11688,13.11
US_136389,41.1077,-92.4466,1948080101,2011120100,555168,10.37
US_136975,42.8169,-95.9711,1948080101,2011120100,555168,2.98
US_137058,43.29565,-94.51083,1948081414,2011120100,554843,10.82
US_137161,42.3969,-94.6291,1948080101,1969010100,178992,3.03
US_137167,42.3911,-94.6288,1968070101,2011120100,380592,16.63
US_137276,40.95,-93.11667,1958032114,1962010100,33155,29.4
US_137277,40.98333,-93.2,1956021013,1962010100,51636,16.73
US_137326,43.3817,-92.9232,1948080918,2011120100,554959,9.23
US_137340,41.2877,-93.8069,1948080101,2011120100,555168,11.79
US_137572,42.9216,-93.2827,1948080101,2011120100,555168,8.87
US_137582,41.5116,-95.4413,1950100101,2011120100,536184,10.08
US_137602,42.7116,-92.5847,1948080101,2011120100,555168,8.44
US_137613,40.7672,-95.38,2009060110,2011120100,21903,10.23
US_137664,43.4047,-95.7483,1991010101,2007010100,140256,16.48
US_137700,43.0558,-96.1525,1948080101,2011120100,555168,9.01
US_137708,42.3913,-96.3791,1948080101,2011120100,555168,0.0
US_137774,41.9811,-95.7769,1948080101,2011120100,555168,10.16
US_137840,43.13333,-95.13333,1969071521,1995010100,223204,9.78
US_137844,43.1652,-95.1466,1948090101,2011120100,554424,57.24
US_137855,43.2052,-91.9535,1948080101,2008010100,520848,10.73
US_137985,42.1791,-93.5816,1971070101,2011120100,354312,7.27
US_138009,42.6854,-91.5326,1948080601,2011120100,555048,7.11
US_138131,40.96667,-95.71667,1948080101,1973010100,214056,5.15
US_138233,40.76667,-95.75,1950100101,1973010100,195072,5.12
US_138303,41.9,-90.86667,1962060518,1985010100,197887,16.69
US_138315,42.1863,-92.47264,1948080101,2011120100,555168,5.53
US_138646,41.0458,-95.0869,1948080101,2011120100,555168,11.05
US_138688,41.2824,-91.7078,1948080101,2011120100,555168,6.97
US_138701,42.4952,-92.3341,1954092709,1965010100,89968,4.59
US_138704,42.51667,-92.33333,1954092709,1955010100,2296,69.47
US_138706,42.5544,-92.4011,1956050101,2011120100,487248,0.0
US_138806,42.4685,-93.7974,1948080101,2011120100,555168,11.47
US_138989,41.83333,-90.83333,1948080101,1963010100,126384,9.46
US_139164,41.745,-95.7091,1948080101,2011120100,555168,7.08
US_140020,39.71667,-100.8,1948080101,1965010100,143928,5.83
US_140190,37.1944,-95.2875,1948080114,1958010100,82547,13.1
US_140264,37.155,-98.0282,1948090101,1951010100,20448,100.0
US_140326,37.933,-98.25,1978102512,2011120100,290149,16.32
US_140439,39.7996,-101.0421,1983082713,1984010100,3036,100.0
US_140441,39.698,-101.0039,1964042216,2011120100,417321,26.49
US_140496,38.76667,-95.2,1948080101,1983010100,301704,4.81
US_140620,38.26611,-99.75139,1948080101,2005010100,494568,7.3
US_140634,39.83333,-96.38333,1955062823,1959010100,30770,15.38
US_140637,37.6557,-96.5352,1948080101,2011120100,555168,10.34
US_140645,38.65,-98.66667,1948080101,1985010100,319248,19.87
US_140802,37.5515,-101.6344,1948080101,2001010100,459504,9.17
US_140906,38.1,-95.01667,1971020101,1995010100,209640,14.89
US_140957,39.0636,-94.8959,1988030101,2011120100,208200,25.34
US_141156,38.75,-95.83333,1948080101,1958010100,82560,4.16
US_141158,38.81667,-95.86667,1955063000,1962010100,57049,9.3
US_141162,38.84917,-95.83306,1957100101,1982010100,212592,11.14
US_141187,38.03333,-97.66667,1948080101,1961010100,108864,14.92
US_141233,37.0247,-97.6091,1948080101,2011120100,555168,6.34
US_141351,38.0212,-96.6036,1948080101,2011120100,555168,5.69
US_141404,38.1937,-95.0724,1994120101,2011120100,149016,27.06
US_141416,38.75,-95.28333,1948080101,1958010100,82560,7.1
US_141427,37.67028,-95.48417,1948090101,2005010100,493824,91.23
US_141608,38.91667,-95.4,1971010101,1990010100,166560,16.22
US_141612,38.9407,-95.3396,1977041301,2011120100,303600,11.74
US_141668,37.03333,-95.61667,1948080101,1970010100,187752,12.08
US_141673,37.0613,-95.6355,1950040101,1952010100,15360,62.29
US_141696,39.4,-101.05,1948080101,1950010100,12432,0.99
US_141699,39.3925,-101.0689,1950010101,2011120100,542736,13.46
US_141730,38.8971,-100.1135,1949080101,2011120100,546408,10.96
US_141740,37.1766,-94.8428,1948080101,2011120100,555168,7.16
US_141767,39.5514,-97.6508,1962060101,2011120100,433920,1.04
US_141769,39.56667,-97.66667,1948080101,1963010100,126384,4.16
US_141867,38.6758,-96.5096,1961042112,2005010100,383053,7.98
US_142135,38.5658,-96.8477,1948080101,1984010100,310464,5.62
US_142164,37.7686,-99.9678,1948080101,2011120100,555168,0.57
US_142329,39.3437,-95.1178,1959072009,1982010100,196816,5.27
US_142380,39.1,-94.83333,1979060101,1989010100,84048,16.2
US_142423,37.23333,-95.98333,1957052414,1959010100,14075,33.19
US_142424,37.21667,-95.98333,1955070101,1958010100,21960,31.08
US_142430,37.2775,-95.77694,1964040314,1997010100,287051,11.51
US_142432,37.0058,-101.8866,1949010101,2011120100,551496,45.77
US_142437,37.05,-101.9,1948080101,1968010100,170208,7.66
US_142455,38.78333,-99.58333,1952052419,1960010100,66654,10.74
US_142543,38.33333,-96.2,1950100914,1974010100,203627,4.76
US_142560,37.0459,-99.9964,1948080101,2009010100,529632,6.91
US_142582,37.5838,-95.2439,1997090101,2011120100,124896,7.03
US_142686,37.6475,-96.078,1948110101,2011120100,552960,5.52
US_142827,39.1047,-96.7968,1948080101,1951010100,21192,27.39
US_142835,37.8427,-94.7086,1970080101,1971010100,3672,86.85
US_142845,37.81667,-94.81667,1966062320,1983010100,144845,29.75
US_142872,39.7069,-96.4185,1948080101,1984010100,310464,5.69
US_142938,38.6366,-98.8722,1982110101,2011120100,254928,14.49
US_142975,37.92639,-100.71889,1948080101,2000010100,450720,77.35
US_142980,37.993,-100.8121,1948080101,2011120100,555168,10.49
US_143153,39.36722,-101.69333,1948080101,2011120100,555168,1.14
US_143248,37.359,-96.4484,1948080101,2011120100,555168,8.48
US_143366,37.9698,-97.5546,1960080915,2011120100,449770,4.27
US_143441,38.33056,-95.37833,1948080101,1982010100,292944,6.15
US_143527,38.8586,-99.3358,1948080101,2011120100,555168,11.3
US_143554,38.6002,-100.6196,1948080101,2011120100,555168,15.69
US_143660,39.37556,-99.82972,1948080101,1985010100,319248,12.93
US_143665,39.3618,-99.8279,1983100101,2011120100,246912,19.37
US_143686,38.6645,-94.8901,1985112609,2011120100,228016,24.29
US_143810,39.6678,-95.5199,1948080101,2005010100,494568,9.35
US_143811,39.7,-95.56667,1955070108,1962010100,57017,12.26
US_143926,38.06667,-97.86667,1948090101,1953010100,37992,79.47
US_143928,38.06667,-97.81667,1952031814,1954010100,15683,38.54
US_143930,37.9311,-98.0296,1953050101,1972010100,163656,5.45
US_143954,37.2363,-95.7002,1997060209,2011120100,127072,4.61
US_143984,37.9233,-95.4241,1951010101,2011120100,533976,25.83
US_143989,37.91667,-95.4,1948080101,1960010100,100080,13.07
US_143997,39.6611,-98.3483,1948080101,2011120100,555168,6.41
US_144104,38.2548,-95.7499,1960080101,2005010100,389376,17.45
US_144138,39.05,-96.83333,1950070101,1968010100,153432,8.03
US_144178,38.6078,-97.9596,1948080101,2011120100,555168,8.2
US_144341,37.0174,-98.4899,1948080101,2011120100,555168,9.28
US_144605,38.43333,-95.8,1948090101,1951010100,20448,100.0
US_144715,39.06667,-98.16667,1955070109,1959010100,30712,15.07
US_144735,38.5866,-97.6083,1992070101,1993010100,4416,100.0
US_144739,38.6,-97.63333,1951070101,1960010100,74544,14.63
US_144893,39.1061,-98.6697,1948080101,1983010100,301704,10.38
US_144977,39.2,-96.6,1948090101,1971010100,195768,7.55
US_145039,38.3779,-97.0754,1966051119,2011120100,399342,12.07
US_145063,39.8384,-96.6365,1948080101,2004010100,485784,14.46
US_145175,37.2839,-98.5528,2001060101,2011120100,92040,91.59
US_145210,38.504,-95.7037,1973040101,2011120100,338952,13.77
US_145306,39.07444,-96.89833,1967071120,2011120100,389117,16.95
US_145483,39.3769,-100.0719,1948080101,2011120100,555168,15.75
US_145508,38.83333,-94.71667,1948080101,1983010100,301704,13.3
US_145536,37.1873,-95.4508,1957100418,2011120100,474727,5.41
US_145572,39.11667,-94.7,1977051201,1980010100,23136,56.03
US_145787,39.81346,-100.24173,1948080101,2011120100,555168,9.49
US_145852,39.8114,-99.9386,1963040322,2011120100,426555,23.79
US_145888,39.113,-100.9448,1949080101,2011120100,546408,12.97
US_145989,37.41667,-100.68333,1948080101,1959010100,91320,11.67
US_146024,39.3275,-96.2225,1966052301,2003010100,320928,15.78
US_146128,38.6132,-95.2808,1948080101,2005010100,494568,31.02
US_146140,38.61667,-95.28333,1964120101,1974010100,79632,13.28
US_146333,39.1172,-95.4098,1970020919,2011120100,366462,10.04
US_146374,39.7394,-99.3186,1948080101,2011120100,555168,9.82
US_146469,37.96667,-98.3,1948080101,1979010100,266640,16.7
US_146498,38.6449,-95.566,1963070818,2011120100,424255,13.83
US_146719,38.51667,-95.96667,1948080101,1972010100,205272,4.49
US_146725,38.55,-95.95,1971050101,1984010100,111072,12.07
US_147046,38.87611,-98.80917,1949100101,1952010100,19728,100.0
US_147073,39.9,-95.9,1953022018,1985010100,279295,5.77
US_147094,39.76667,-101.8,1949100101,1952010100,19728,45.62
US_147153,38.81667,-97.6,1948080101,1952010100,29952,3.4
US_147155,38.8,-97.63333,1951100101,1952010100,2208,29.35
US_147160,38.79722,-97.65167,1951120815,2005010100,465178,17.79
US_147420,38.99333,-94.71472,1971010101,2002010100,271752,14.82
US_147546,38.70556,-97.84611,2011090110,2011120100,2175,31.91
US_147551,38.743,-97.6678,1999120122,2011120100,105171,11.03
US_147717,38.73333,-94.81667,1966102014,1985010100,159539,17.04
US_147756,38.7748,-94.667,1982100101,2011120100,255672,19.02
US_147922,37.4415,-100.9793,1958022415,2011120100,471298,15.96
US_147965,37.3797,-98.9193,1948080101,1998010100,433200,9.08
US_148167,39.0725,-95.6261,1948090101,2011120100,554424,1.25
US_148172,39.05,-95.66667,1948080101,1959010100,91320,5.7
US_148186,37.8,-95.95,1948080101,1963010100,126384,3.29
US_148191,37.74167,-95.93333,1956030101,1998010100,366744,4.09
US_148235,38.4661,-101.7758,1948080101,2011120100,555168,13.28
US_148250,39.8283,-95.088,1988032215,2011120100,207682,16.33
US_148252,39.78333,-95.1,1971010101,1989010100,157800,48.46
US_148259,39.2476,-96.5994,1959081114,2005010100,397907,9.86
US_148293,37.8477,-94.9775,1982101316,2011120100,255369,11.34
US_148341,39.3033,-95.4862,1966050101,2001010100,303936,16.01
US_148535,38.9111,-101.5852,1948090101,2011120100,554424,11.97
US_148828,37.65,-97.333333,1948080101,1954010100,47496,0.02
US_148830,37.6475,-97.43,1953120101,2011120100,508416,0.72
US_148847,37.6552,-97.443,2010050120,2011120100,13877,5.92
US_148946,38.9667,-98.489,1964092314,2011120100,413627,11.5
US_150031,37.91667,-86.56667,1948080101,1972010100,205272,5.87
US_150043,36.63333,-86.25,1948120101,1960010100,97152,4.75
US_150381,36.8825,-83.8819,1948080101,2011120100,555168,22.96
US_150450,36.8582,-83.3302,1948080101,2011120100,555168,30.56
US_150611,36.858,-88.3363,1948080101,2011120100,555168,19.45
US_150619,37.5733,-84.2908,1948080101,2011120100,555168,26.33
US_150909,36.9647,-86.4238,1948080101,2011120100,555168,88.83
US_150914,36.98333,-86.45,1953052010,1958010100,40479,17.4
US_151080,37.34167,-83.47056,1960080101,2008010100,415656,14.28
US_151119,37.2,-82.6,1951092215,1953010100,11194,60.37
US_151120,37.21667,-82.58333,1952050101,2003010100,444168,29.97
US_151227,37.5319,-87.2669,1956100101,2011120100,483576,23.41
US_151345,38.65833,-85.14556,1948080101,2004010100,485784,17.08
US_151358,38.37417,-83.12694,2001060109,2003010100,13888,49.46
US_151439,37.28333,-87.11667,1948080101,1958010100,82560,12.59
US_151631,36.6266,-88.9605,1948080101,2011120100,555168,12.13
US_151704,37.78333,-84.1,1973100218,1985010100,98599,47.04
US_151763,37.66667,-86.23333,1948080101,1953010100,38736,29.24
US_151801,36.96667,-84.13333,1948080101,1952010100,29952,100.0
US_151855,39.0447,-84.6733,1949040101,2011120100,549336,1.54
US_151932,37.08333,-87.35,1964021317,1979010100,130448,77.48
US_151980,37.70556,-86.22139,1976010101,2004010100,245448,36.72
US_152053,37.78333,-82.6,1948080101,2003010100,477024,25.43
US_152139,37.41667,-82.8,1957041014,1966010100,76499,12.21
US_152180,37.73333,-82.73333,1953060711,1972010100,162758,5.4
US_152358,37.5805,-86.7769,1948080101,2006010100,503328,14.89
US_152391,37.71667,-86.21667,1952041114,1978010100,225491,18.46
US_152409,37.75,-84.33333,1979032009,1997010100,155920,20.46
US_152469,36.98333,-85.65,1948080101,1978010100,257880,6.96
US_152775,38.6783,-84.3284,1975020109,1998010100,200872,29.24
US_152908,38.41667,-83.75,1948080101,1985010100,319248,19.91
US_152961,37.46667,-88.1,1948080101,1985010100,319248,19.45
US_152979,37.6371,-86.7206,1971050101,2011120100,355776,14.04
US_153036,36.6877,-86.5061,1948080101,1958010100,82560,9.11
US_153203,38.41694,-84.88194,1948080101,2003010100,477024,14.24
US_153280,37.9,-85.96667,1948080101,1950010100,12432,100.0
US_153455,37.08333,-87.35,1965020918,1974010100,77935,26.65
US_153539,37.05,-87.33333,1948080101,1965010100,143928,7.69
US_153709,37.25,-83.2,1948080101,1986010100,328008,7.83
US_153741,37.55,-83.76667,1948080101,2008010100,520848,14.38
US_153744,37.5787,-83.7659,2007110414,2011120100,35699,24.36
US_153798,36.6702,-87.5588,1948080101,2011120100,555168,18.65
US_153929,37.5316,-85.735,1948080101,2011120100,555168,19.3
US_154202,37.59139,-83.31444,1981020101,2011120100,270240,0.04
US_154236,37.16667,-82.63333,1949100101,1952010100,19728,26.96
US_154241,37.16667,-82.63333,1948080101,1950010100,12432,41.73
US_154414,37.01667,-88.26667,1948090101,1956010100,64272,0.44
US_154650,37.5048,-85.3084,1985110217,2011120100,228584,43.97
US_154746,38.0408,-84.6058,1948080101,2011120100,555168,0.15
US_154755,37.25083,-84.93278,1948080101,1995010100,406896,17.94
US_154825,37.75,-84.58333,1948080101,1991010100,371832,30.23
US_154882,37.85,-84.03333,1948080101,1974010100,222816,5.57
US_154893,37.1475,-84.0833,1948080101,2002010100,468264,30.92
US_154898,37.08722,-84.07694,1999030101,2000010100,7344,89.92
US_154943,38.11667,-82.61667,1948080114,1961010100,108851,5.94
US_154946,38.10861,-82.60278,1960112311,1997010100,316502,9.15
US_154948,38.1252,-82.6937,1996120412,2011120100,131389,21.66
US_154949,38.23333,-85.76667,1955012414,1983010100,244883,9.5
US_154951,38.21667,-85.66667,1948080101,1964010100,135144,7.83
US_154954,38.1811,-85.7391,1948080101,2011120100,555168,0.8
US_154955,38.27778,-85.79167,1982070101,2011120100,257880,24.99
US_154956,38.25,-85.76667,1948080101,1956010100,65016,14.16
US_155002,36.88333,-86.03333,1948080101,1978010100,257880,8.83
US_155062,37.33333,-87.5,1948090101,1950010100,11688,85.11
US_155067,37.3475,-87.5238,1949030101,2011120100,550080,12.45
US_155243,38.6869,-83.7872,1948080101,2011120100,555168,35.17
US_155301,38.6,-84.26667,1948080114,1975010100,231563,9.82
US_155370,37.53333,-82.38333,1958100101,1995010100,317784,13.07
US_155389,36.60861,-83.71444,1964100718,2008010100,378967,44.35
US_155394,36.61667,-83.71667,1948080101,1965010100,143928,7.8
US_155430,38.3,-84.13333,1948080101,1986010100,328008,32.2
US_155555,38.2191,-83.4773,1948080101,2011120100,555168,30.45
US_155684,37.33472,-85.95028,1948092301,2005010100,493296,23.96
US_156012,38.3422,-83.1036,1948080101,2011120100,555168,28.42
US_156013,38.31667,-83.2,1959071312,1969010100,83029,14.16
US_156091,37.78278,-87.11833,1979060101,2000010100,180456,32.88
US_156096,37.76667,-87.08333,1948080101,1979010100,266640,9.32
US_156110,37.0563,-88.7744,1949080101,2011120100,546408,56.44
US_156117,37.05,-88.55,1948080101,1997010100,424440,12.96
US_156136,37.8176,-82.7882,1971110414,1982010100,89051,39.14
US_156170,38.2052,-84.2382,1971110101,2011120100,351360,17.18
US_156353,37.48333,-82.51667,1948080101,1979010100,266640,13.28
US_156355,37.48333,-82.51667,1978101219,1992010100,115878,59.95
US_156357,37.48333,-82.51667,1994100101,2000010100,46032,38.09
US_156580,37.1244,-87.8672,1971010101,2011120100,358656,30.99
US_156691,37.55,-85.43333,1948080101,1950010100,12432,66.59
US_157039,37.53333,-87.26667,1948080101,1957010100,73800,7.88
US_157074,38.42472,-84.51667,1948080101,2011120100,555168,25.35
US_157096,37.58333,-85.35,1949040101,2011120100,549336,47.02
US_157129,37.7467,-83.0603,1948080101,1995010100,406896,18.05
US_157215,36.7458,-86.2258,1984060101,2003010100,162912,12.43
US_157220,36.73333,-86.21667,1959091909,1985010100,221656,16.85
US_157311,37.15,-88.78333,1951020717,1956010100,42920,0.12
US_157473,38.3409,-85.2799,1948080101,2011120100,555168,11.38
US_157507,37.11667,-84.58333,1948080101,1953010100,38736,7.39
US_157508,37.11667,-84.6,1952102316,2008010100,483777,18.91
US_157622,37.837,-82.8622,1982052201,2011120100,258840,51.4
US_157677,36.6736,-84.4791,1948080101,2011120100,555168,25.64
US_157680,36.7,-84.48333,1970081118,1980010100,82303,50.6
US_157924,37.86667,-85.15,1948080101,1969010100,178992,12.34
US_157946,38.03333,-85.35,1971011508,2004010100,288929,27.98
US_157948,38.0144,-85.3713,2003090514,2011120100,72203,96.73
US_158060,36.78333,-85.66667,1948080101,1978010100,257880,18.32
US_158070,36.8136,-85.708,1950122801,2011120100,534072,70.73
US_158197,37.76667,-87.95,1948080101,1975010100,231576,12.07
US_158482,37.41667,-82.8,1965062918,1985010100,171007,34.23
US_158719,37.8013,-85.113,1968102421,2011120100,377812,34.03
US_158807,36.86667,-85.15,1948080101,1972010100,205272,6.3
US_158824,37.1852,-86.6335,1948080101,2011120100,555168,10.74
US_159151,37.31667,-84.81667,1995020101,2000010100,43080,52.71
US_160016,30.4714,-90.0436,1947100101,1966010100,160008,9.12
US_160098,31.3205,-92.4611,1948080101,1997010100,424440,26.18
US_160103,31.2488,-92.4488,1996020304,2011120100,138717,54.68
US_160104,31.4,-92.3,1960030101,2008010100,419328,63.2
US_160277,32.5511,-92.9186,1948080101,1949010100,3672,100.0
US_160537,32.7313,-91.9144,2003040310,2004010100,6543,59.67
US_160540,30.82056,-91.66222,1947100101,1969010100,186312,0.55
US_160548,30.4191,-91.1302,1995060615,2007010100,101434,16.3
US_160549,30.5372,-91.1469,1947100101,2011120100,562488,0.16
US_160553,30.43333,-91.16667,1947110101,1949010100,10248,36.13
US_160555,30.42917,-91.20694,1948010101,1949010100,8784,93.97
US_160761,32.78333,-92.66667,1947100101,1966010100,160008,7.89
US_160786,32.38333,-94.05,1963072313,1971010100,65244,13.35
US_161157,29.333,-89.4075,1965022414,2011120100,409931,47.62
US_161246,30.39194,-91.27111,1989110101,2009010100,168024,14.15
US_161287,30.9594,-92.1786,1977010101,2011120100,306048,32.89
US_161335,28.96667,-89.38333,1947100101,1966010100,160008,15.56
US_161411,32.5133,-92.3487,1968041013,2011120100,382548,16.89
US_161601,29.86667,-92.85,1951050101,1967010100,137376,3.36
US_161677,30.05,-88.86667,1947100101,1950010100,19752,20.42
US_161866,31.7236,-91.5408,2004010713,2011120100,69228,51.28
US_161891,30.8544,-91.0091,1954061120,1975010100,180197,2.45
US_161894,30.88333,-91.01667,1948030101,1955010100,59928,31.12
US_161899,30.8177,-90.9733,1974070101,2011120100,328008,10.99
US_161969,32.13333,-92.08333,1947100101,1952010100,37272,20.57
US_162078,32.93333,-92.76667,1947100101,1950010100,19752,96.78
US_162140,32.01667,-93.33333,1954111017,1967010100,106424,3.93
US_162151,30.52722,-90.11139,1969061011,1984010100,127622,6.91
US_162219,32.25,-91.58333,1947100101,1957010100,81120,8.8
US_162235,32.41667,-93.63333,1966012013,1976010100,87180,4.48
US_162297,32.7,-91.45,1947100101,1967010100,168768,3.85
US_162525,32.1,-92.58333,1947100101,1955010100,63576,17.46
US_162528,32.1,-92.76667,1954090101,1957010100,20472,3.02
US_162534,30.0719,-91.0278,1988060101,2011120100,205992,10.04
US_162971,32.61667,-91.56667,1966091514,1988010100,186659,10.34
US_163262,31.08333,-92.51667,1955051721,1968010100,110668,7.66
US_163345,30.3,-90.8,1947100101,1970010100,195072,6.67
US_163639,30.96667,-92.58333,1947100101,1956010100,72336,12.08
US_163695,30.2033,-90.9225,1969100101,1983010100,116160,10.79
US_163807,29.2414,-89.9914,1947100101,1968010100,177528,8.67
US_163815,29.23333,-90.0,1969042415,1984010100,128746,16.51
US_164030,30.503,-90.3772,1984010101,2011120100,244704,16.97
US_164100,31.78333,-91.81667,1947100101,1973010100,221376,5.69
US_164209,31.43333,-92.23333,1947100101,1959010100,98640,8.03
US_164316,32.11667,-93.23333,1947100101,1953010100,46056,47.82
US_164355,32.81,-93.0626,1951070101,1956010100,39480,24.04
US_164407,29.6407,-90.816,1947110101,2008010100,527424,83.88
US_164410,29.58333,-90.73333,1947100101,1955010100,63576,33.89
US_164453,31.98333,-93.83333,1948030101,1956010100,68688,46.36
US_164696,31.6359,-92.1973,1986020415,2011120100,226330,25.76
US_164700,30.2002,-92.6641,1970030101,2011120100,366000,26.89
US_164702,30.25,-92.66667,1973041212,1976010100,23845,5.0
US_164739,31.4825,-91.8627,1972040616,2011120100,347577,18.18
US_164816,32.355,-93.8619,1948030801,1974010100,226320,4.97
US_165021,30.2191,-92.065,1952031013,2011120100,523548,16.54
US_165026,30.205,-91.9875,1947100101,1953010100,46056,17.55
US_165065,30.003,-92.7809,1947100101,1970010100,195072,6.0
US_165077,30.21667,-93.15,1947100101,1962010100,124944,0.96
US_165078,30.12472,-93.22833,1962010101,2011120100,437544,0.0
US_165266,31.1416,-93.2397,1947100101,1993010100,396696,6.39
US_165287,31.0516,-93.2788,1994080313,2011120100,151884,56.33
US_165335,30.96667,-91.71667,1947100101,1969010100,186312,0.72
US_165527,31.98333,-93.95,1955071419,1994010100,337206,5.35
US_165620,30.3644,-91.1672,1982050101,2011120100,259344,22.04
US_165624,29.58139,-89.82222,1988050101,2011120100,206736,33.47
US_165874,32.0389,-93.7052,1996100107,2011120100,132930,33.17
US_165890,31.56667,-93.48333,1947110101,1958010100,89136,17.5
US_165908,32.81667,-92.16667,1990020101,1995010100,43080,17.07
US_165935,32.0775,-93.21667,1952031314,1986010100,296315,44.37
US_166244,32.6052,-93.2947,1964030512,2011120100,418477,11.75
US_166245,32.61667,-93.28333,1960031613,1965010100,42036,18.74
US_166246,32.68333,-93.3,1948112918,1961010100,105967,15.96
US_166295,29.98611,-90.25556,1947100101,1954010100,54816,1.97
US_166303,32.5155,-92.0405,1947100101,2010010100,545712,81.92
US_166305,32.46667,-92.11667,1952022612,1973010100,182749,6.34
US_166310,32.55,-92.11667,1972050901,1978010100,49512,9.5
US_166314,32.4935,-92.0319,1977070517,2011010100,293576,15.0
US_166324,31.66667,-92.9,1947100101,1969010100,186312,3.68
US_166394,29.6833,-91.1761,1947100101,2011120100,562488,19.31
